job_id,job_title,company,job_function,job_type,industry,career_level,years_of_experience,qualification,benefits
100003008738409,美容中心顧問,Here We Seoul - Minus Plus Limited,"Beauty Care / Health, Beautician, Therapist, Sales, CS & Business Devpt, Retail Sales","Full Time, Contract",,,,,
100003008735224,Draftsman / Draughtsman 繪圖員,Lucky Engineering Co Ltd,"Engineering, Draftsman","Full Time, Permanent",,Entry Level,,,"Medical insurance, Performance bonus"
100003008736214,Technical Sales (Shatin area),Raymonds Supply Co Ltd,"Engineering, Mechanical, Others, Sales, CS & Business Devpt, Technical Sales / Sales Engineer","Full Time, Permanent",,Entry Level,2 years,Non-Degree Tertiary,"Medical insurance, Performance bonus, Five-day work week"
100003008734811,System Engineer,Fujitsu Hong Kong Limited,"Information Technology (IT), Support, Technical / Functional Consulting",Full Time,,Middle,3 years,Degree,"Gratuity, Medical insurance, Five-day work week, Flexible working hours"
100003008734023,Patient Care Assistant II (Physiotherapy) – Hong Kong Children’s Hospital,Hong Kong Children's Hospital,"Medical Services, Others","Full Time, Contract",,,,,"Free shuttle bus, Gratuity, Medical insurance"
100003008734523,"Senior Associate, Business Development (Entertainment Ticketing)",Cityline (Hong Kong) Limited,"Sales, CS & Business Devpt, Business Development, Marketing / Public Relations, Marketing - General / Support","Full Time, Permanent",,Entry Level,3 years,Degree,"Dental insurance, Medical insurance, Performance bonus, Five-day work week"
100003008736289,HR Manager / AVP,Chelsea Consultancy Company Limited,"Admin & HR, HR Director / Manager","Full Time, Permanent",,Middle,10 years,Degree,"Dental insurance, Medical insurance, Performance bonus, Five-day work week"
100003008732770,Merchandising Assistant (Welcome Fresh Graduate),A.S. Watson Retail (HK) Limited,"Admin & HR, Clerical / Admin Staff, Merchandising & Purchasing, Procurement / Purchasing / Sourcing, Sales, CS & Business Devpt, Account Servicing","Full Time, Permanent",,Entry Level,N/A,Non-Degree Tertiary,"Double pay, Life insurance, Medical insurance, Five-day work week"
100003008738720,"Financial Analyst - MNC, FMCG Group (Up to 40k)",KOS International Limited,"Accounting, Accountant, Finance / Accounting Manager, Financial Analyst","Full Time, Permanent",,Middle,N/A,Degree,
100003008737885,Technical Manager (Application Development),KPMG Executive Recruitment Limited,"Information Technology (IT), Others","Full Time, Permanent",,,,,
100003008739363,Officer  - Operations (Wealth Management),Taishin International Bank Co Ltd,"Banking / Finance, Order Processing & Operation / Settlement, Wealth Management","Full Time, Permanent",,Entry Level,,,
100003008735223,Technical Program Manager,Fossil (East) Ltd,"Engineering, Electrical / Electronics, Manufacturing, Product Development / Management, Quality Assurance, Control & Testing / ISO",Full Time,,Middle,,Degree,"Dental insurance, Double pay, Life insurance, Medical insurance, Performance bonus, Work from home, Five-day work week, Flexible working hours"
100003008736670,"Finance Officer, Chinese Based Asset Management Company  (HKD28K - 48K)",Career Search AP (Hong Kong) Company,"Accounting, Finance / Accounting Manager","Full Time, Permanent",,Middle,2 years,Degree,"Dental insurance, Double pay, Performance bonus, Five-day work week"
100003008734845,Financial Analyst (BU),ZIM Integrated Shipping Services Ltd,"Banking / Finance, Analyst, Corporate Finance","Full Time, Permanent",,Entry Level,1 year,Degree,"Dental insurance, Double pay, Life insurance, Medical insurance, Performance bonus, Work from home, Five-day work week"
100003008737551,Audit Semi-Senior,W. H. Tse & Company,"Accounting, Accountant, Accounting Clerk / Supervisor, Audit","Full Time, Permanent",,Entry Level,1 year,Non-Degree Tertiary,"Medical insurance, Overtime pay, Performance bonus, Transportation allowance, Travel allowance, Five-day work week"
100003008735892,ASSISTANT ESTATE OFFICER (TUNG CHUNG),Pacific Extend Properties Management Limited,"Property / Real Estate, Property Management","Full Time, Permanent",,Middle,1 year,School Certificate,"Life insurance, Medical insurance, Performance bonus"
100003008737797,Architectural Assistant,Yau Lee Holdings Limited,"Building & Construction, Architectural Services, Design, Interior, Others","Full Time, Permanent",,Entry Level,1 year,Degree,
100003008738303,"Assistant Manager, UAT (Teller Systems)",Dah Sing Financial Group,"Banking / Finance, Private Banking, Others, Information Technology (IT), Testing / QA",Full Time,,Middle,3 years,Matriculated,
100003008736431,Guest Relations Officer (Bilingual: Chinese & English),OT&P Healthcare,"Sales, CS & Business Devpt, Customer Service - Supervisor / Officer, Medical Services, Others, Others",Full Time,,Entry Level,,Degree,"Dental insurance, Education allowance, Medical insurance, Overtime pay, Flexible working hours"
100003008734668,Sales Executive 銷售營業代表,Oriental Chemicals and Lab. Supplies Ltd,"Sciences, Lab, R&D, Chemical, Laboratory, Sales, CS & Business Devpt, Technical Sales / Sales Engineer","Full Time, Permanent",,Entry Level,N/A,Degree,"Double pay, Performance bonus"
100003008736308,Customer Service Officer (IANG / Fresh Graduate Welcomed) (5 days work-Overnight Shift),AT Global Services Limited,"Banking / Finance, Financial Services, Sales, CS & Business Devpt, Customer Service - Supervisor / Officer, Account Servicing","Full Time, Permanent",,Middle,N/A,School Certificate,"Medical insurance, Performance bonus, Five-day work week"
100003008732582,ASSISTANT ACCOUNTANT,In-Tech Electronics Ltd,"Accounting, Accountant, Accounting Clerk / Supervisor, Financial Analyst","Full Time, Permanent",,Middle,5 years,Non-Degree Tertiary,"Double pay, Education allowance, Life insurance, Medical insurance, Performance bonus, Five-day work week"
100003008736306,Customer Service Officer (IANG / Fresh Graduate Welcomed) (5 days work),AT Global Services Limited,"Banking / Finance, Financial Services, Sales, CS & Business Devpt, Customer Service - Supervisor / Officer, Account Servicing","Full Time, Permanent",,Middle,N/A,,"Medical insurance, Performance bonus, Five-day work week"
100003008734639,Safety Assistant,Hong Kong Petrochemical Co Ltd,"Engineering, Others, Manufacturing, Manufacturing Management, Others, Security / Safety Control",Full Time,,Middle,2 years,Degree,"Education allowance, Free shuttle bus, Life insurance, Medical insurance, Overtime pay, Transportation allowance, Five-day work week, Flexible working hours"
100003008735715,AML Officer | 6-month contract up to 20k,Robert Half,"Banking / Finance, Retail Banking","Full Time, Contract",,Middle,1 year,Degree,
100003008733450,Technical Project Manager,SOS Group Limited,"Information Technology (IT), IT Project Management / Team Lead, Technical / Functional Consulting","Full Time, Permanent",,,,,"Medical insurance, Performance bonus, Five-day work week"
100003008734596,IT Support Officer - IT Department,China Galaxy International Financial Holdings Limited,"Information Technology (IT), Support",Full Time,,,,,"Dental insurance, Life insurance, Medical insurance, Five-day work week"
100003008733942,Multimedia Designer,FYQ Network Technology Limited,"Design, Graphics, Multi-media, Media & Advertising, Photography / Video",Full Time,,Entry Level,N/A,Non-Degree Tertiary,"Education allowance, Medical insurance, Performance bonus, Travel allowance"
100003008740095,General Banking Sales (Entry Level to Senior Level),"Eagle Partners (International) Co., Limited","Banking / Finance, Financial Services",Full Time,,,,,
100003008738664,Frontend/ Backend Developer (Fintech Company),Buddy Finance Limited,"Information Technology (IT), Application Specialist - Software, Software Development, Technical Writing",Full Time,,Middle,5 years,Degree,"Dental insurance, Medical insurance, Overtime pay, Performance bonus, Five-day work week, Flexible working hours"
100003008738928,Audit Trainee and Audit Semi-senior,Chan Chak Chung & Co.,"Accounting, Audit","Full Time, Permanent",,Entry Level,,Non-Degree Tertiary,"Double pay, Medical insurance, Performance bonus, Transportation allowance, Five-day work week"
100003008735503,Sales Supervisor,Wing Kee Produce Limited,"Transportation & Logistics, Others, Private Transportation, Public Transportation","Full Time, Permanent",,Entry Level,2 years,School Certificate,"Performance bonus, Five-day work week"
100003008738490,Assistant Site Foreman,CR Construction Company Limited,"Building & Construction, Building / Construction / QS, Engineering, Engineering Project Management",Full Time,,Entry Level,1 year,School Certificate,
100003008735447,Assistant Manager Aircraft Maintenance Services Procurement,Cathay Pacific Airways Ltd,"Transportation & Logistics, Aviation Services, Merchandising & Purchasing, Procurement / Purchasing / Sourcing",Full Time,,,,,"Life insurance, Transportation allowance, Five-day work week"
100003008734929,TMALL Live Support 天猫直播小助手 (Part Time),Lush Asia Limited,"Beauty Care / Health, Others, Media & Advertising, Broadcasting - TV / Radio, E-commerce, Marketing - Brand / Product Management",Part Time,,Entry Level,N/A,Non-Degree Tertiary,
100003008737716,IT Governance Manager,China Taiping Life Insurance (Hong Kong) Company Limited,"Information Technology (IT), IT Management, Others","Full Time, Permanent",,,,,"Life insurance, Performance bonus, Five-day work week"
100003008740470,Senior Project Coordinator (Ref No.TC/2021),Sun Fook Kong Construction Management Limited,"Building & Construction, Architectural Services, Building / Construction / QS, Others","Full Time, Permanent",,Senior,6 years,Non-Degree Tertiary,"Double pay, Medical insurance"
100003008739851,Senior Network Engineer,Sino Group,"Engineering, Telecommunication / Wireless / Radio, Information Technology (IT), Product Management / Business Analyst, Network & System","Full Time, Permanent",,Middle,3 years,Degree,
100003008735144,Senior Accountant (HK Listed Property),Page Personnel,"Accounting, Accountant, Chief Accountant, Financial Analyst","Full Time, Permanent",,Middle,N/A,Degree,
100003008734057,AUDITOR ALL LEVELS,PEARSON FEARN & CO,"Accounting, Audit, Finance / Accounting Manager, Taxation","Full Time, Permanent",,,,,"Double pay, Education allowance, Five-day work week"
100003008740123,Compliance Officer,AXA Hong Kong,"Insurance, Others, Professional Services, Legal & Compliance","Full Time, Permanent",,Entry Level,N/A,Degree,
100003008715721,Concierge Officer (Shopping Mall),Citybase Property Management Limited,"Sales, CS & Business Devpt, Customer Service - Supervisor / Officer, Property / Real Estate, Property Management, Others","Full Time, Permanent",,Middle,5 years,School Certificate,"Medical insurance, Performance bonus, Five-day work week"
100003008734275,Senior Sales Executive - Food Service (高級營銷員-餐飲),A & W Food Service (Hong Kong) Limited,"Sales, CS & Business Devpt, Sales - Sales Management",Full Time,,Middle,5 years,Non-Degree Tertiary,"Education allowance, Medical insurance"
100003008734129,"Assistant Store Manager (Ocean Terminal, Kowloon)",Under Armour Asia Limited,"Sales, CS & Business Devpt, Retail Sales, Sales - Sales Management","Full Time, Permanent",,Entry Level,N/A,School Certificate,Performance bonus
100003008735622,Systems Analyst,Active Learning Solutions Limited,"Information Technology (IT), IT Project Management / Team Lead, Software Development, Network & System","Full Time, Permanent",,Middle,4 years,Degree,Five-day work week
100003008738683,(Senior) DevOps / Cloud / Platform / Site Reliability Engineer,NewType Limited,"Information Technology (IT), Software Development, Application Specialist - Network, Testing / QA","Full Time, Permanent",,Middle,3 years,Degree,"Dental insurance, Medical insurance, Performance bonus"
100003008735089,Senior Financial Analyst (Cakes & Bakery),Maxim's Caterers Limited,"Accounting, Financial Analyst","Full Time, Permanent",,Middle,5 years,Degree,"Medical insurance, Five-day work week"
100003008736312,Quality Assurance Assistant (System),AT Global Services Limited,"Information Technology (IT), Testing / QA, Manufacturing, Quality Assurance, Control & Testing / ISO, E-commerce, Software Development","Full Time, Permanent",,Entry Level,2 years,Degree,"Dental insurance, Life insurance, Medical insurance, Five-day work week"
